0.099783,0.121848,0.118615,0.117350,0.108802,0.109529,0.099718,0.099155,0.089474,0.080340,0.068404,0.060022,0.052888,0.043966,0.031387,0.023314,0.017260,0.010804,0.006070,0.003588,0.001999,
0.114082,0.119953,0.117837,0.117561,0.110191,0.107162,0.101300,0.092558,0.087677,0.078051,0.070630,0.058339,0.051424,0.041717,0.031675,0.021938,0.015409,0.009501,0.006002,0.003825,0.002329,
0.112622,0.119178,0.115218,0.113104,0.108417,0.104123,0.099626,0.090886,0.085302,0.075703,0.067469,0.058122,0.049027,0.040164,0.030108,0.021784,0.014793,0.009482,0.006056,0.003994,0.002647,
0.112046,0.116147,0.112263,0.110478,0.105476,0.101357,0.097044,0.088859,0.083148,0.074105,0.065649,0.056738,0.047576,0.039392,0.029436,0.022088,0.015310,0.009780,0.006485,0.004574,0.003027,
0.107728,0.110290,0.107318,0.107030,0.101484,0.098058,0.093608,0.086068,0.080346,0.072507,0.063181,0.055484,0.045835,0.038422,0.029284,0.021966,0.015760,0.010577,0.007258,0.005134,0.003413,
0.107251,0.106433,0.101559,0.102277,0.096708,0.093491,0.089206,0.082477,0.076385,0.068684,0.060504,0.053716,0.044143,0.037164,0.028527,0.021894,0.016446,0.011405,0.008220,0.005855,0.004155,
0.101889,0.101252,0.095910,0.096033,0.091596,0.088564,0.083908,0.078098,0.072562,0.065132,0.057686,0.051290,0.042464,0.036464,0.028526,0.022479,0.017488,0.013001,0.009821,0.007132,0.004988,
0.096154,0.094660,0.089561,0.089806,0.085812,0.082982,0.078436,0.073294,0.068438,0.061003,0.054739,0.049112,0.041338,0.035943,0.028585,0.023718,0.019224,0.014993,0.011964,0.008897,0.006157,
0.088353,0.087680,0.083265,0.083195,0.079578,0.077158,0.072856,0.068065,0.064241,0.057408,0.052225,0.046985,0.040273,0.035563,0.029248,0.025360,0.021659,0.018025,0.014754,0.010986,0.007686,
0.082147,0.080798,0.077128,0.076520,0.073615,0.071193,0.067447,0.063091,0.059632,0.054003,0.049496,0.045109,0.039821,0.036004,0.031041,0.028180,0.025255,0.022497,0.018995,0.014443,0.009852,
0.074439,0.073988,0.070730,0.070117,0.067539,0.065120,0.062356,0.058778,0.055568,0.051179,0.047566,0.044319,0.040285,0.037586,0.034602,0.033000,0.031375,0.029315,0.025843,0.019120,0.013481,
0.067908,0.067540,0.064225,0.063605,0.061494,0.059644,0.057360,0.054360,0.052113,0.049005,0.046416,0.044504,0.041915,0.040962,0.039785,0.040437,0.040238,0.039679,0.035251,0.026780,0.017522,
0.061015,0.060497,0.057937,0.057321,0.055626,0.054122,0.052755,0.050291,0.049068,0.047337,0.046297,0.046100,0.045733,0.046391,0.048173,0.051361,0.054466,0.054556,0.050619,0.037344,0.022469,
0.052502,0.053452,0.051280,0.051400,0.049957,0.049240,0.048527,0.047313,0.047058,0.047004,0.047827,0.049379,0.051714,0.055531,0.061300,0.068872,0.075962,0.080933,0.072839,0.052114,0.029179,
0.045259,0.045548,0.044889,0.045048,0.044108,0.044484,0.044791,0.044889,0.046175,0.048341,0.051700,0.055986,0.062045,0.070266,0.083549,0.095061,0.111634,0.119421,0.107854,0.069480,0.028997,
0.038392,0.038035,0.038687,0.038658,0.039117,0.040186,0.041589,0.044128,0.047049,0.052493,0.059435,0.068009,0.078181,0.095742,0.115555,0.140703,0.165590,0.182903,0.154035,0.081879,0.022426,
0.035573,0.031351,0.032962,0.033187,0.035020,0.038345,0.040466,0.046040,0.051463,0.060009,0.072633,0.086751,0.105702,0.132926,0.168777,0.208030,0.253525,0.249188,0.176549,0.066500,0.010782,
0.025569,0.030679,0.028908,0.030443,0.033995,0.036579,0.041827,0.051077,0.061191,0.074122,0.091300,0.113513,0.141416,0.190911,0.241859,0.304234,0.338748,0.268938,0.134206,0.016810,0.007319,
