0.161280,0.146003,0.152280,0.158930,0.143690,0.131563,0.130285,0.124600,0.114415,0.104117,0.090361,0.080280,0.072841,0.055513,0.050963,0.033200,0.027719,0.017665,0.011619,0.007567,0.004302,
0.150151,0.148129,0.149873,0.152885,0.141475,0.131683,0.129719,0.124774,0.113037,0.101557,0.091153,0.080526,0.072887,0.056165,0.046292,0.034218,0.024523,0.016517,0.010983,0.007413,0.004570,
0.148237,0.147810,0.146179,0.145212,0.138046,0.131797,0.124428,0.119296,0.109052,0.100021,0.087678,0.079439,0.068396,0.055108,0.044329,0.032862,0.025040,0.016732,0.011205,0.007754,0.004900,
0.143040,0.143315,0.141609,0.140812,0.133913,0.127815,0.120876,0.115172,0.106899,0.096640,0.085762,0.077112,0.065481,0.053947,0.043340,0.033361,0.024788,0.017572,0.012037,0.008672,0.005569,
0.141144,0.136349,0.136622,0.134058,0.128910,0.123431,0.117080,0.110413,0.103163,0.093526,0.082713,0.074595,0.063600,0.053079,0.043032,0.033369,0.025668,0.019160,0.013623,0.009595,0.006400,
0.132156,0.130755,0.130529,0.127111,0.123056,0.117057,0.111829,0.105696,0.098058,0.089632,0.078806,0.070993,0.061165,0.051861,0.042865,0.033671,0.026481,0.020640,0.015234,0.010895,0.007902,
0.124503,0.122957,0.122360,0.119234,0.116211,0.109381,0.105232,0.099737,0.091824,0.085057,0.075717,0.067454,0.059284,0.050923,0.042884,0.034921,0.028255,0.023013,0.017893,0.012840,0.009326,
0.116158,0.113471,0.113117,0.110836,0.108826,0.101708,0.098299,0.093287,0.085518,0.080262,0.072148,0.064447,0.057634,0.050512,0.043455,0.036740,0.031346,0.026542,0.021765,0.015626,0.011086,
0.107256,0.105355,0.104327,0.102692,0.100624,0.093780,0.091517,0.086762,0.079405,0.075271,0.068290,0.061857,0.056391,0.050441,0.045302,0.039941,0.035812,0.031880,0.026531,0.019383,0.014298,
0.098099,0.096612,0.095158,0.094601,0.093039,0.086710,0.084535,0.081040,0.074368,0.071001,0.064973,0.060353,0.056292,0.052491,0.048583,0.045509,0.042721,0.039905,0.033820,0.025478,0.018238,
0.089989,0.088568,0.086912,0.086752,0.084789,0.080287,0.078275,0.075575,0.070491,0.068192,0.063340,0.060564,0.058308,0.056506,0.054496,0.053878,0.053753,0.051782,0.045585,0.033777,0.024143,
0.081881,0.081029,0.079023,0.079084,0.077986,0.074458,0.073536,0.071341,0.067422,0.066494,0.063174,0.062630,0.062505,0.063996,0.064155,0.067329,0.069622,0.070499,0.062084,0.047981,0.030524,
0.074145,0.073647,0.072970,0.072057,0.071319,0.068760,0.069564,0.068257,0.066160,0.066719,0.065458,0.067759,0.070555,0.075644,0.080206,0.086979,0.094984,0.096019,0.088513,0.066548,0.042730,
0.067087,0.066607,0.066780,0.067442,0.064947,0.065062,0.066883,0.066430,0.065873,0.068954,0.070871,0.076733,0.083427,0.093730,0.102626,0.119366,0.130589,0.140059,0.128019,0.092165,0.055611,
0.063847,0.058754,0.059556,0.062361,0.059254,0.061195,0.064860,0.065967,0.068711,0.074247,0.080249,0.091115,0.104916,0.120906,0.141267,0.166222,0.192268,0.202245,0.187357,0.122483,0.060088,
0.054515,0.055587,0.055384,0.058149,0.056251,0.060444,0.065878,0.069329,0.075505,0.084418,0.095850,0.113597,0.138917,0.164171,0.197396,0.246266,0.284710,0.303865,0.258871,0.143700,0.046724,
0.047762,0.047155,0.051553,0.052211,0.055337,0.063332,0.068070,0.076282,0.087479,0.102337,0.124697,0.151915,0.187952,0.226488,0.290505,0.362991,0.422275,0.426617,0.298778,0.124283,0.027280,
0.040482,0.051807,0.052790,0.054249,0.056471,0.068423,0.075704,0.091751,0.104029,0.130351,0.158791,0.203612,0.252086,0.324160,0.413848,0.519319,0.555243,0.452631,0.240139,0.042077,0.020044,
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.242094,0.245362,0.325821,0.438475,0.556675,0.622415,0.541914,0.303801,0.086239,0.021980,nan,
nan,nan,0.144348,0.138815,0.141070,0.135034,0.133640,0.133040,0.117011,0.101651,0.094470,0.082245,0.073868,0.061873,0.046640,0.035236,0.026826,0.019349,0.010471,0.008910,0.005152,
nan,0.149415,0.149562,0.146096,0.140412,0.136940,0.126431,0.121417,0.110863,0.102596,0.092019,0.080172,0.067599,0.055224,0.044854,0.033212,0.024701,0.016383,0.010354,0.007311,0.004665,
0.145272,0.148491,0.145325,0.144340,0.137766,0.132337,0.126568,0.119702,0.110520,0.099036,0.090541,0.077660,0.066713,0.055558,0.044547,0.033045,0.023827,0.016652,0.011410,0.007742,0.005328,
0.141484,0.143403,0.140680,0.139748,0.134257,0.128508,0.123292,0.116316,0.107090,0.096675,0.088139,0.075812,0.065387,0.054420,0.043563,0.033012,0.024607,0.017251,0.012214,0.008491,0.006085,
0.141407,0.139112,0.134927,0.134015,0.128639,0.123638,0.118030,0.111763,0.103123,0.092956,0.084700,0.072758,0.062663,0.053564,0.042831,0.033652,0.025522,0.018442,0.013470,0.009515,0.006926,
0.130662,0.131386,0.127483,0.126771,0.122496,0.118323,0.111918,0.105984,0.097778,0.088806,0.080389,0.070237,0.060620,0.052227,0.042229,0.034189,0.026892,0.020186,0.015307,0.010994,0.007723,
0.125270,0.123846,0.120247,0.118643,0.114763,0.111290,0.105988,0.099872,0.092347,0.084021,0.075803,0.067262,0.058402,0.050849,0.042007,0.034899,0.028752,0.022413,0.017923,0.012949,0.009311,
