T100,1775578656_1,
T100,1775579307_1,
T103,1784537281_1,
T104,1787308172_5,
T104,1787310233_1,
T104,1787310294_1,
T104,1787311722_1,
T104,1787311877_1,
T104,1787311929_1,
T104,1787317297_1,
T104,1787317877_1,
T104,1787319057_1,
T104,1787319637_1,
T104,1787321677_1,
T104,1787322043_1,
T105,1790056808_1,
T105,1790059235_1,
T105,1790064525_1,
T105,1790065425_1,
T105,1790066425_1,
T106,1792826660_1,
T109,1802449441_1,
T109,1802449988_1,
T109,1802452178_1,
T109,1802456529_1,
T109,1802456559_1,
T109,1802456986_1,
T109,1802461578_1,
T109,1802462455_1,
T10,1516012157_1,
T10,1516027693_1,
T110,1805201087_1,
T110,1805211625_1,
T110,1805212073_1,
T110,1805214085_1,
T110,1805214144_1,
T110,1805214204_1,
T110,1805214264_1,
T110,1805214323_1,
T110,1805214383_1,
T110,1805214476_1,
T110,1805214516_1,
T110,1805214556_1,
T110,1805214596_1,
T110,1805214636_1,
T110,1805214676_1,
T111,1809715279_1,
T111,1809725865_1,
T111,1809729188_1,
T111,1809729900_3,
T111,1809730560_1,
T112,1814934417_1,
T112,1814935217_1,
T116,1832992499_1,
T116,1832993063_1,
T119,1841259289_1,
T119,1841265462_1,
T121,1848115650_1,
T121,1848148853_1,
T121,1848149162_1,
T121,1848151420_1,
T12,1521406684_1,
T12,1521407494_1,
T12,1521407900_1,
T12,1521412865_1,
T12,1521413628_1,
T17,1536346448_1,
T17,1536347028_1,
T17,1536359164_1,
T18,1537746676_1,
T18,1537746708_1,
T20,1540490948_1,
T24,1548750098_1,
T24,1548751578_1,
T24,1548751714_1,
T24,1548752613_1,
T27,1553553191_1,
T33,1561836888_1,
T33,1561837008_1,
T33,1561837119_1,
T33,1561838139_1,
T34,1563504247_1,
T34,1563507496_1,
T35,1567228388_1,
T35,1567229149_1,
T38,1575497412_1,
T38,1575497612_1,
T38,1575498725_1,
T38,1575499818_1,
T38,1575500901_1,
T38,1575509158_1,
T38,1575511639_1,
T38,1575512093_1,
T38,1575515869_1,
T38,1575516882_1,
T40,1578267024_1,
T40,1578267753_1,
T40,1578271835_1,
T42,1585137186_1,
T44,1590646782_1,
T44,1590647259_1,
T44,1590648776_1,
T44,1590648938_1,
T47,1605796665_1,
T47,1605797603_1,
T54,1620249688_1,
T54,1620250504_1,
T54,1620251313_1,
T54,1620253515_1,
T58,1625760170_1,
T64,1640659195_1,
T64,1640659768_1,
T66,1643413339_1,
T66,1643413825_1,
T67,1649172864_1,
T67,1649184933_1,
T67,1649185398_1,
T67,1649185874_1,
T70,1655770000_1,
T70,1655770054_1,
T70,1655770144_1,
T70,1655770366_1,
T70,1655770590_1,
T70,1655770941_1,
T70,1655772464_1,
T76,1683590974_1,
T76,1683592484_1,
T76,1683598438_1,
T76,1683598462_1,
T76,1683598487_1,
T76,1683598546_1,
T78,1694505518_1,
T81,1706617703_1,
T81,1706618292_1,
T81,1706619483_1,
T81,1706622197_1,
T81,1706623203_1,
T82,1708331607_1,
T83,1716334131_1,
T83,1716334271_1,
T85,1721848119_1,
T85,1721859362_1,
T85,1721859718_1,
T85,1721859857_1,
T85,1721860685_1,
T85,1721860693_1,
T85,1721860702_1,
T86,1727355885_1,
T88,1732865771_1,
T88,1732865970_1,
T88,1732866681_1,
T88,1732866880_1,
T88,1732867561_1,
T88,1732867760_1,
T88,1732876173_1,
T88,1732876622_1,
T88,1732877058_1,
T88,1732879618_1,
T90,1743884641_1,
T90,1743884712_1,
T90,1743884941_1,
T90,1743888231_1,
T90,1743888275_1,
T90,1743888318_1,
T90,1743888362_1,
T90,1743888405_1,
T90,1743888449_1,
T92,1752172039_1,
T96,1764534076_1,
T96,1764559402_1,
T9,1514313835_1,
T9,1514315553_1,
T9,1514316735_1,
T9,1514319121_1,
T9,1514320339_1,
T9,1514320699_1,
T9,1514321059_1,
T9,1514321419_1,
T9,1514321779_1,
T9,1514322139_1,
T9,1514322629_1,
T9,1514322989_1,
T9,1514323349_1,
T9,1514323849_1,
