CM_1477467367_1,Ta,Lo,3,62,60.172619,115.880875,88.380188,84.139053,167.8282046675173,119.383888,12.862297,0.000566,0.132532,0.123229,0.103643,0.08453,0.039736,0.044218,0.025638,
CM_1477467367_1,Ta,Lo,4,62,58.915405,120.499832,86.093689,81.614258,167.8814732931231,91.480263,12.851374,0.0,0.134533,0.124582,0.103764,0.08453,0.038303,0.042502,0.022433,
CM_1477467367_1,Ta,Lo,5,62,58.030003,124.005913,84.460068,79.757736,167.9333213445948,77.604401,12.840456,0.000705,0.136143,0.125812,0.104247,0.08453,0.038098,0.04174,0.027241,
CM_1477467367_1,Ta,Lo,6,62,57.334171,126.962479,83.166756,78.249687,167.98800738695624,68.970444,12.829544,0.000211,0.137704,0.12698,0.104489,0.085026,0.036869,0.040978,0.025638,
CM_1477467367_1,Ta,Lo,7,62,56.759689,129.578979,82.096039,76.969719,168.04708934010262,62.980698,12.818639,0.0014,0.138973,0.127779,0.104489,0.085026,0.036459,0.040215,0.027241,
CM_1477467367_1,Ta,Lo,8,62,56.272141,131.960602,81.188171,75.856804,168.11132775414762,58.54715,12.807739,0.002583,0.140291,0.128517,0.105455,0.085688,0.035845,0.039643,0.025638,
CM_1477467367_1,Ta,Lo,8,63,67.359421,114.729584,94.641426,89.531242,168.26394314548165,219.43956,12.789613,0.002444,0.123944,0.116465,0.100744,0.083702,0.042604,0.047267,0.025638,
CM_1477467367_1,Ta,Lo,9,62,55.851288,134.169052,80.407898,74.874977,168.18115211207987,55.122337,12.796846,3.5e-05,0.141071,0.128886,0.105335,0.085357,0.03564,0.038881,0.028843,
CM_1477467367_1,Ta,Lo,9,63,64.339226,124.13752,90.108658,84.720512,168.39664504340442,100.812859,12.778707,0.001149,0.125261,0.117326,0.101348,0.084033,0.04158,0.046314,0.025638,
CM_1477467367_1,Ta,Lo,10,62,55.484077,136.244141,79.73233,74.000931,168.2568232861635,52.39677,12.785959,0.000555,0.141755,0.129624,0.104851,0.085522,0.035025,0.0385,0.028843,
CM_1477467367_1,Ta,Lo,10,63,63.155556,128.447495,88.255592,82.648132,168.48841939365607,78.620262,12.767805,0.000174,0.126432,0.118433,0.10159,0.083868,0.041375,0.045742,0.027241,
CM_1477467367_1,Ta,Lo,11,62,55.161518,138.21344,79.145653,73.218628,168.338485621689,50.180702,12.775079,0.001419,0.142389,0.130116,0.105214,0.085688,0.034616,0.038119,0.030445,
CM_1477467367_1,Ta,Lo,11,63,62.326138,131.811249,86.941353,81.127205,168.57796871959212,67.336258,12.756909,0.001073,0.127311,0.119171,0.10159,0.084033,0.040556,0.04498,0.025638,
CM_1477467367_1,Ta,Lo,12,63,61.683369,134.695053,85.919945,79.906464,168.66946679072302,60.285858,12.74602,0.00045,0.128336,0.119724,0.102556,0.083702,0.040146,0.044599,0.027241,
CM_1477467367_1,Ta,Lo,13,63,61.162266,137.279419,85.094978,78.887535,168.7644337876159,55.410572,12.735138,0.001426,0.128872,0.120277,0.102194,0.083206,0.039532,0.043837,0.024036,
CM_1477467367_1,Ta,Lo,14,63,60.72958,139.656982,84.416718,78.019684,168.8636004591559,51.831844,12.724261,0.001329,0.129799,0.120769,0.102194,0.083537,0.038712,0.043265,0.027241,
CM_1477467367_1,Ta,Lo,15,63,60.365681,141.882889,83.855537,77.272743,168.96733377122743,49.103096,12.71339,0.001615,0.13019,0.121138,0.102315,0.08453,0.038507,0.042884,0.024036,
CM_1477467367_1,Ta,Lo,16,63,60.057892,143.993225,83.392159,76.627113,169.07582133824266,46.970573,12.702527,0.002816,0.130385,0.121323,0.101952,0.084033,0.038507,0.042121,0.025638,
CM_1477467367_1,Ta,Lo,17,63,59.797527,146.013306,83.013275,76.069305,169.18913835948555,45.278542,12.691669,0.004147,0.130483,0.121261,0.10159,0.082545,0.038303,0.041549,0.024036,
CM_1477467367_1,Ta,Lo,18,63,59.5784,147.961792,82.709328,75.589653,169.30728649883824,43.925964,12.680818,0.007295,0.130385,0.120954,0.101711,0.082379,0.037688,0.041549,0.025638,
CM_1477467367_1,Ta,Lo,19,63,59.395962,149.853058,82.473251,75.18103,169.43022028404363,42.844616,12.669973,0.011085,0.129897,0.120831,0.101107,0.081883,0.037074,0.041359,0.025638,
CM_1477467367_1,Ta,Lo,20,63,59.246819,151.698593,82.299721,74.838089,169.5578505820115,41.987106,12.659135,0.016173,0.130043,0.120462,0.100744,0.081717,0.037074,0.041168,0.025638,
CM_1477467367_1,Ta,Lo,21,63,59.128422,153.507858,82.1847,74.556801,169.690051479408,41.320007,12.648303,0.022078,0.12936,0.120216,0.100986,0.081883,0.037074,0.040787,0.022433,
CM_1477467367_1,Ta,Lo,22,63,59.03886,155.288879,82.125145,74.334122,169.82668881752338,40.819656,12.637477,0.031919,0.128921,0.119478,0.100744,0.081221,0.037074,0.040787,0.024036,
CM_1477467367_1,Ta,Lo,23,63,58.976727,157.048721,82.118759,74.167809,169.9675691041555,40.469578,12.626658,0.033221,0.128189,0.119601,0.10014,0.081552,0.036869,0.040596,0.024036,
CM_1477467367_1,Ta,Lo,24,63,58.941036,158.793716,82.163933,74.056267,170.11251792353542,40.258877,12.615846,0.038809,0.127555,0.118802,0.099536,0.081056,0.036869,0.040406,0.024036,
CM_1477467367_1,Ta,Lo,25,63,58.931168,160.529724,82.259575,73.998466,170.26130735540303,40.181229,12.60504,0.042823,0.126628,0.118248,0.099053,0.08089,0.036459,0.040596,0.025638,
CM_1477467367_1,Ta,Lo,26,63,58.946823,162.262375,82.405128,73.993874,170.4137257286721,40.234356,12.59424,0.045036,0.125798,0.117387,0.098812,0.081056,0.036459,0.040596,0.024036,
CM_1477467367_1,Ta,Lo,27,63,58.98801,163.997162,82.600494,74.042458,170.56951015751,40.419834,12.583447,0.046446,0.124725,0.116403,0.098328,0.080559,0.036254,0.040787,0.025638,
