T105,1790050280,
T105,1790050948,
T105,1790051590,
T108,1799691002,
T109,1802447813,
T109,1802450543,
T109,1802451638,
T10,1516012643,
T10,1516015364,
T110,1805205161,
T112,1814936017,
T113,1822179143,
T11,1519713017,
T11,1519713507,
T123,1853637106,
T123,1853638069,
T123,1853639101,
T125,1859133301,
T125,1859143562,
T125,1859144147,
T12,1521404063,
T12,1521412087,
T13,1525113707,
T13,1525114087,
T13,1525117426,
T13,1525117858,
T17,1536360029,
T26,1552197381,
T28,1554945452,
T28,1554945572,
T28,1554945884,
T31,1559077376,
T31,1559078308,
T33,1561838614,
T35,1567239348,
T35,1567239516,
T35,1567240113,
T35,1567240658,
T35,1567241480,
T35,1567241662,
T35,1567242636,
T35,1567242818,
T35,1567243000,
T35,1567243182,
T37,1574127168,
T38,1575510641,
T38,1575511128,
T38,1575514485,
T38,1575514957,
T38,1575515382,
T38,1575515440,
T38,1575515913,
T38,1575516394,
T38,1575517373,
T38,1575518296,
T38,1575518786,
T38,1575519844,
T38,1575520315,
T40,1578266417,
T40,1578267146,
T40,1578270664,
T40,1578271154,
T40,1578271363,
T40,1578273049,
T40,1578273516,
T40,1578274003,
T40,1578274475,
T40,1578274957,
T40,1578275446,
T40,1578275924,
T42,1585152936,
T42,1585153538,
T42,1585162597,
T48,1607186550,
T59,1627151462,
T61,1629904536,
T61,1629906107,
T72,1664053176,
T72,1664055267,
T76,1683591179,
T76,1683591824,
T76,1683593812,
T78,1694504624,
T78,1694505816,
T79,1702507297,
T79,1702507884,
T79,1702508415,
T85,1721860313,
T85,1721860676,
T88,1732880164,
T88,1732880676,
T88,1732881224,
T88,1732882196,
T92,1752162850,
T92,1752163532,
T92,1752165292,
T92,1752173200,
T92,1752173388,
T94,1757671180,
T94,1757671772,
T94,1757672350,
T9,1514299908,
T9,1514300036,
T9,1514304423,
T9,1514305926,
T9,1514309549,
T9,1514310267,
T9,1514313117,
TB,1481617709,
