T100,1775578656,
T100,1775579307,
T103,1784537281,
T104,1787308172,
T104,1787310233,
T104,1787310294,
T104,1787311722,
T104,1787311877,
T104,1787311929,
T104,1787317297,
T104,1787317877,
T104,1787319057,
T104,1787319637,
T104,1787321677,
T104,1787322043,
T105,1790056808,
T105,1790059235,
T105,1790064525,
T105,1790065425,
T105,1790066425,
T106,1792826660,
T109,1802449441,
T109,1802449988,
T109,1802452178,
T109,1802456529,
T109,1802456559,
T109,1802456986,
T109,1802461578,
T109,1802462455,
T10,1516012157,
T10,1516027693,
T110,1805201087,
T110,1805211625,
T110,1805212073,
T110,1805214085,
T110,1805214144,
T110,1805214204,
T110,1805214264,
T110,1805214323,
T110,1805214383,
T110,1805214476,
T110,1805214516,
T110,1805214556,
T110,1805214596,
T110,1805214636,
T110,1805214676,
T111,1809715279,
T111,1809725865,
T111,1809729188,
T111,1809729900,
T111,1809730560,
T112,1814934417,
T112,1814935217,
T116,1832992499,
T116,1832993063,
T119,1841259289,
T119,1841265462,
T121,1848115650,
T121,1848148853,
T121,1848149162,
T121,1848151420,
T12,1521406684,
T12,1521407494,
T12,1521407900,
T12,1521412865,
T12,1521413628,
T17,1536346448,
T17,1536347028,
T17,1536359164,
T18,1537746676,
T18,1537746708,
T20,1540490948,
T24,1548750098,
T24,1548751578,
T24,1548751714,
T24,1548752613,
T27,1553553191,
T33,1561836888,
T33,1561837008,
T33,1561837119,
T33,1561838139,
T34,1563504247,
T34,1563507496,
T35,1567228388,
T35,1567229149,
T38,1575497412,
T38,1575497612,
T38,1575498725,
T38,1575499818,
T38,1575500901,
T38,1575509158,
T38,1575511639,
T38,1575512093,
T38,1575515869,
T38,1575516882,
T40,1578267024,
T40,1578267753,
T40,1578271835,
T42,1585137186,
T44,1590646782,
T44,1590647259,
T44,1590648776,
T44,1590648938,
T47,1605796665,
T47,1605797603,
T54,1620249688,
T54,1620250504,
T54,1620251313,
T54,1620253515,
T58,1625760170,
T64,1640659195,
T64,1640659768,
T66,1643413339,
T66,1643413825,
T67,1649172864,
T67,1649184933,
T67,1649185398,
T67,1649185874,
T70,1655770000,
T70,1655770054,
T70,1655770144,
T70,1655770366,
T70,1655770590,
T70,1655770941,
T70,1655772464,
T76,1683590974,
T76,1683592484,
T76,1683598438,
T76,1683598462,
T76,1683598487,
T76,1683598546,
T78,1694505518,
T81,1706617703,
T81,1706618292,
T81,1706619483,
T81,1706622197,
T81,1706623203,
T82,1708331607,
T83,1716334131,
T83,1716334271,
T85,1721848119,
T85,1721859362,
T85,1721859718,
T85,1721859857,
T85,1721860685,
T85,1721860693,
T85,1721860702,
T86,1727355885,
T88,1732865771,
T88,1732865970,
T88,1732866681,
T88,1732866880,
T88,1732867561,
T88,1732867760,
T88,1732876173,
T88,1732876622,
T88,1732877058,
T88,1732879618,
T90,1743884641,
T90,1743884712,
T90,1743884941,
T90,1743888231,
T90,1743888275,
T90,1743888318,
T90,1743888362,
T90,1743888405,
T90,1743888449,
T92,1752172039,
T96,1764534076,
T96,1764559402,
T9,1514313835,
T9,1514315553,
T9,1514316735,
T9,1514319121,
T9,1514320339,
T9,1514320699,
T9,1514321059,
T9,1514321419,
T9,1514321779,
T9,1514322139,
T9,1514322629,
T9,1514322989,
T9,1514323349,
T9,1514323849,
