Kalliope,1.289E-06,6.698E-08,-6.698E-08,1.176E-02,3.920E-04,-3.920E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,Vernazza2021 10.1051/0004-6361/202141781 https://www.aanda.org/articles/aa/abs/2021/10/aa41781-21/aa41781-21.html ,,,,,
Elektra,1.072E-06,3.349E-08,-3.349E-08,1.560E-02,1.568E-04,-1.568E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,Vernazza2021 10.1051/0004-6361/202141781 https://www.aanda.org/articles/aa/abs/2021/10/aa41781-21/aa41781-21.html ,,,,,
Lomia,1.018E-06,1.055E-07,-1.055E-07,1.151E-02,3.104E-04,-3.104E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Veritas,1.003E-06,3.734E-07,-3.734E-07,8.699E-03,2.979E-04,-2.979E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Hesperia,9.812E-07,1.976E-07,-1.976E-07,1.072E-02,3.692E-04,-3.692E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Emita,9.678E-07,2.428E-07,-2.428E-07,8.406E-03,3.692E-04,-3.692E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Juewa,9.277E-07,3.684E-07,-3.684E-07,1.266E-02,5.786E-04,-5.786E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Parthenope,9.210E-07,6.698E-08,-6.698E-08,1.168E-02,1.568E-04,-1.568E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,Vernazza2021 10.1051/0004-6361/202141781 https://www.aanda.org/articles/aa/abs/2021/10/aa41781-21/aa41781-21.html ,,,,,
Vibilia,8.875E-07,2.009E-07,-2.009E-07,1.108E-02,2.164E-04,-2.164E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Palma,8.624E-07,1.072E-07,-1.072E-07,1.498E-02,2.101E-04,-2.101E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Hispania,8.372E-07,2.981E-07,-2.981E-07,1.162E-02,3.198E-04,-3.198E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Hermione,8.322E-07,5.526E-08,-5.526E-08,1.532E-02,8.325E-04,-8.325E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Hypatia,8.205E-07,2.847E-07,-2.847E-07,1.146E-02,2.085E-04,-2.085E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Carina,8.071E-07,3.265E-07,-3.265E-07,7.632E-03,2.493E-04,-2.493E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Laetitia,7.904E-07,1.909E-07,-1.909E-07,1.206E-02,3.246E-04,-3.246E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Argentina,7.585E-07,2.947E-07,-2.947E-07,9.878E-03,3.849E-04,-3.849E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Undina,7.418E-07,4.186E-08,-4.186E-08,9.755E-03,2.548E-04,-2.548E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Philomela,6.698E-07,2.562E-07,-2.562E-07,1.139E-02,6.044E-04,-6.044E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Sibylla,6.564E-07,3.014E-07,-3.014E-07,1.169E-02,3.363E-04,-3.363E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Minerva,5.861E-07,6.698E-08,-6.698E-08,1.174E-02,6.334E-04,-6.334E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
