T10,1516003982_1,Null,28,5,-10.529521,192.398849,65.57605,37.62479,149.6387341216435,21.166538,392.15686274509807,36.185078,0.116851,0.108753,0.093051,0.059384,0.047171,0.014481,0.015882,0.01032,0.012534187499999998,
T10,1516004476_1,Null,22,17,-10.414755,192.274765,65.337852,37.216152,149.52734326091849,20.141102,392.15686274509807,36.2906,0.117167,0.108598,0.092258,0.058798,0.046111,0.01514,0.016188,0.0129,0.013443749999999997,
T10,1516011216_1,Null,25,11,-10.553864,192.440201,63.824814,33.443958,146.51435089327936,19.872105,392.15686274509807,38.685333,0.118693,0.110139,0.092624,0.057381,0.048189,0.014962,0.018157,0.018045,0.018532687500000002,
T35,1567239348_1,Null,44,41,-10.534797,192.12439,19.379852,21.035927,86.49195375245532,11.975774,392.15686274509807,29.169367,0.175079,0.160905,0.151629,0.089602,0.083901,0.02037,0.023589,0.039987,0.02980525,
T35,1567239348_1,Null,45,41,-10.724927,192.314346,19.560242,21.241863,87.59771498304288,11.994372,392.15686274509807,29.169004,0.173473,0.162106,0.153168,0.089602,0.079808,0.022916,0.025948,0.039987,0.031365875,
T35,1567239516_1,Null,31,30,-10.364105,192.103668,19.282021,19.768553,84.11602424877573,12.679633,392.15686274509807,28.737991,0.178208,0.161002,0.145553,0.085952,0.073535,0.020587,0.022781,0.022452,0.022626875,
T35,1567239516_1,Null,32,29,-10.76193,192.094193,19.260605,20.22913,85.3352319955367,12.69811,392.15686274509807,28.774395,0.180733,0.165317,0.152295,0.090728,0.07997,0.022874,0.0249,0.031433,0.02640425,
T35,1567239516_1,Null,32,30,-10.57268,192.29686,19.463383,19.986042,85.3454801614196,12.69954,392.15686274509807,28.73764,0.180192,0.164373,0.150739,0.089704,0.078131,0.022303,0.023311,0.026943,0.0256206875,
T35,1567239516_1,Null,32,31,-10.354043,192.490555,19.660557,19.713148,85.26739222623542,12.717468,392.15686274509807,28.699682,0.181094,0.165317,0.152122,0.089704,0.07905,0.021731,0.023311,0.022452,0.025319625,
T35,1567239516_1,Null,33,30,-10.78171,192.490356,19.647047,20.206446,86.55141394531192,12.719962,392.15686274509807,28.737318,0.181996,0.16761,0.155752,0.09482,0.085944,0.024018,0.02596,0.035923,0.0306273125,
T35,1567240113_1,Null,33,22,-10.427507,192.363708,19.436926,18.773085,83.1440547348126,13.735121,392.15686274509807,28.350771,0.1772,0.162667,0.148597,0.088698,0.076359,0.020654,0.026789,0.064874,0.0269586875,
T35,1567240658_1,Null,42,44,-10.406261,192.24617,19.051226,16.67605,77.52722832377444,16.662327,392.15686274509807,27.718519,0.173127,0.160538,0.149854,0.08859,0.078168,0.021488,0.0234,0.029602,0.0229686875,
