T38,1575510641_1,Null,39,42,-10.721151,192.372391,21.461014,25.489487,40.310459918056026,12.870204,0.0,43.944172,0.18769,0.152638,0.150869,0.086322,0.078954,0.021051,0.021941,0.034438,
T40,1578267146_1,Null,18,39,-10.623134,192.15657,22.010204,41.201969,58.542855794427346,19.712152,0.0,55.338627,0.194568,0.155892,0.146102,0.082309,0.074025,0.020739,0.021867,0.027163,
T40,1578267146_1,Null,19,39,-10.351039,192.506424,22.342005,40.757332,58.006885927201566,19.574495,0.0,55.310295,0.194272,0.155621,0.147148,0.082654,0.074025,0.020739,0.021867,0.03169,
T47,1605804042_1,Null,29,11,-10.373669,192.060257,37.092983,32.406166,50.79298081113083,0.861672,0.0,62.022476,0.176585,0.130146,0.129287,0.073599,0.068293,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,29,12,-10.362028,192.07074,37.100719,32.926929,50.728420564358515,0.863418,0.0,62.489994,0.176585,0.130431,0.129655,0.072141,0.063415,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,30,10,-10.38707,192.061615,37.097012,31.86607,50.90126563445125,0.850707,0.0,61.537735,0.179716,0.130146,0.129655,0.073599,0.068293,0.018235,0.01687,0.019124,
T47,1605804042_1,Null,30,11,-10.388212,192.072952,37.107185,32.41684,50.892781596437125,0.861991,0.0,62.015728,0.179916,0.131002,0.131129,0.07287,0.066342,0.019451,0.020245,0.038249,
T47,1605804042_1,Null,30,12,-10.376492,192.083588,37.115059,32.937,50.826419687178664,0.863582,0.0,62.483097,0.180514,0.131002,0.13076,0.07287,0.065366,0.020667,0.020245,0.038249,
T47,1605804042_1,Null,30,13,-10.362058,192.094818,37.123173,33.440872,50.752235722103535,0.869051,0.0,62.940083,0.180714,0.130431,0.129655,0.071412,0.06439,0.015804,0.017995,0.028687,
T47,1605804042_1,Null,31,9,-10.404284,192.059311,37.097954,31.326361,51.02104235346116,0.841571,0.0,61.048786,0.177542,0.12929,0.128182,0.072141,0.063415,0.01702,0.01912,0.019124,
T47,1605804042_1,Null,31,10,-10.401381,192.074203,37.111084,31.876814,51.00165224863867,0.851021,0.0,61.531025,0.178142,0.129861,0.130392,0.073599,0.068293,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,31,11,-10.402764,192.085663,37.121391,32.427586,50.9925165557279,0.862311,0.0,62.008991,0.178142,0.130146,0.129655,0.073599,0.068293,0.019451,0.020245,0.028687,
T47,1605804042_1,Null,31,12,-10.390961,192.096451,37.129398,32.947144,50.92434566286218,0.859589,0.0,62.476212,0.178742,0.131858,0.130392,0.073599,0.070244,0.019451,0.020245,0.028687,
T47,1605804042_1,Null,31,13,-10.376558,192.107819,37.137661,33.450596,50.848944574331206,0.869362,0.0,62.933071,0.180341,0.131858,0.132234,0.075056,0.074147,0.020667,0.021369,0.038249,
T47,1605804042_1,Null,31,14,-10.361625,192.119064,37.145737,33.942619,50.77347367282934,0.880365,0.0,63.381023,0.180541,0.131573,0.131497,0.074327,0.072195,0.019451,0.021369,0.038249,
T47,1605804042_1,Null,32,8,-10.420963,192.057404,37.099205,30.773466,51.14449702979611,0.833215,0.0,60.549477,0.180361,0.128434,0.127077,0.069226,0.058537,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,32,9,-10.41835,192.071884,37.111973,31.33704,51.12220833101667,0.841878,0.0,61.042015,0.180962,0.12929,0.127813,0.069955,0.060488,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,32,10,-10.415699,192.086807,37.125164,31.887634,51.101996209744506,0.851336,0.0,61.524326,0.181362,0.130431,0.129655,0.072141,0.06439,0.015804,0.017995,0.019124,
T47,1605804042_1,Null,32,11,-10.417326,192.098358,37.135601,32.438404,51.09221010613547,0.85413,0.0,62.002258,0.181963,0.130431,0.130023,0.073599,0.06439,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,32,12,-10.405349,192.109253,37.143692,32.957283,51.02171975722205,0.8599,0.0,62.469372,0.182764,0.131002,0.13076,0.073599,0.068293,0.018235,0.020245,0.038249,
T47,1605804042_1,Null,32,13,-10.391068,192.120834,37.152153,33.460392,50.945611528691806,0.869674,0.0,62.926067,0.183164,0.131573,0.13297,0.077242,0.079025,0.020667,0.022494,0.047811,
T47,1605804042_1,Null,32,14,-10.376479,192.13205,37.160244,33.952755,50.8698660739259,0.880689,0.0,63.374161,0.182363,0.132144,0.132602,0.075785,0.079025,0.020667,0.022494,0.028687,
T47,1605804042_1,Null,32,15,-10.364619,192.139099,37.164612,34.445126,50.79739842609547,0.889664,0.0,63.81897,0.183765,0.131858,0.132602,0.075056,0.073171,0.019451,0.020245,0.019124,
T47,1605804042_1,Null,32,16,-10.350282,192.151138,37.173546,34.915646,50.72954700119844,0.900479,0.0,64.248611,0.184565,0.131858,0.13076,0.072141,0.063415,0.018235,0.017995,0.028687,
T47,1605804042_1,Null,33,7,-10.43802,192.054733,37.099777,30.210432,51.27286816221009,0.821043,0.0,60.041309,0.178562,0.128719,0.127445,0.068498,0.058537,0.01702,0.01687,0.019124,
T47,1605804042_1,Null,33,8,-10.434982,192.069733,37.112995,30.784735,51.24681904475039,0.833524,0.0,60.54295,0.178562,0.128719,0.127813,0.069955,0.059512,0.018235,0.01912,0.019124,
T47,1605804042_1,Null,33,9,-10.432425,192.084457,37.125996,31.347795,51.22332812973771,0.842185,0.0,61.035252,0.179563,0.129575,0.128182,0.070684,0.061464,0.01702,0.020245,0.028687,
T47,1605804042_1,Null,33,10,-10.430027,192.099411,37.139244,31.898525,51.20226789719568,0.851281,0.0,61.517635,0.178962,0.130146,0.129287,0.070684,0.062439,0.01702,0.01912,0.019124,
T47,1605804042_1,Null,33,11,-10.431646,192.111069,37.149788,32.448906,51.190749745607825,0.853525,0.0,61.995495,0.180363,0.130146,0.129655,0.071412,0.06439,0.018235,0.017995,0.028687,
T47,1605804042_1,Null,33,12,-10.419745,192.12207,37.15799,32.967499,51.119063875042414,0.860213,0.0,62.46254,0.181565,0.131002,0.130392,0.07287,0.066342,0.019451,0.01912,0.038249,
T47,1605804042_1,Null,33,13,-10.405586,192.133835,37.166649,33.470261,51.04225301758267,0.869987,0.0,62.919067,0.182365,0.131288,0.131497,0.074327,0.07122,0.020667,0.021369,0.028687,
T47,1605804042_1,Null,33,14,-10.391343,192.145035,37.174759,33.962959,50.96620510686407,0.881015,0.0,63.36731,0.181364,0.131288,0.131497,0.075785,0.07122,0.020667,0.021369,0.038249,
T47,1605804042_1,Null,33,15,-10.379523,192.152344,37.179382,34.454762,50.8929271046412,0.889986,0.0,63.811859,0.181965,0.132429,0.131497,0.073599,0.069269,0.019451,0.020245,0.047811,
T47,1605804042_1,Null,33,16,-10.365392,192.16452,37.188465,34.925179,50.82468119331129,0.900805,0.0,64.241432,0.182766,0.131002,0.131497,0.07287,0.063415,0.018235,0.01912,0.047811,
T47,1605804042_1,Null,33,17,-10.352711,192.174759,37.195843,35.390659,50.75967529871299,0.910161,0.0,64.665115,0.183366,0.132144,0.131129,0.070684,0.059512,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,34,5,-10.466338,192.053452,37.104179,29.021322,51.533451721166294,0.797375,0.0,58.979458,0.176205,0.126721,0.127445,0.069226,0.058537,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,34,6,-10.457588,192.059189,37.107639,29.627367,51.44223822738338,0.807494,0.0,59.513515,0.177006,0.127006,0.127077,0.069226,0.056586,0.015804,0.01687,0.009562,
T47,1605804042_1,Null,34,7,-10.451758,192.066971,37.113445,30.221687,51.37571685513385,0.821345,0.0,60.034798,0.177807,0.128719,0.127077,0.068498,0.057561,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,34,8,-10.449011,192.082062,37.126789,30.796078,51.3490867963563,0.833835,0.0,60.53643,0.177607,0.129004,0.128182,0.069955,0.060488,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,34,9,-10.446508,192.097031,37.140022,31.358624,51.32438159764312,0.842788,0.0,61.0285,0.178207,0.128434,0.128182,0.070684,0.061464,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,34,10,-10.444341,192.112015,37.153347,31.909431,51.30246740755474,0.851487,0.0,61.510925,0.178608,0.12929,0.128918,0.070684,0.062439,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,34,11,-10.445948,192.123764,37.163975,32.459435,51.28912614325376,0.853839,0.0,61.988731,0.179609,0.129575,0.130023,0.071412,0.06439,0.018235,0.01912,0.038249,
T47,1605804042_1,Null,34,12,-10.434152,192.134888,37.172291,32.977783,51.21635171906172,0.860527,0.0,62.455715,0.179409,0.130146,0.130023,0.072141,0.067317,0.018235,0.01912,0.028687,
T47,1605804042_1,Null,34,13,-10.420114,192.146835,37.181152,33.480198,51.1388357204217,0.870302,0.0,62.912079,0.18001,0.130717,0.130392,0.07287,0.066342,0.019451,0.017995,0.038249,
T47,1605804042_1,Null,34,14,-10.406217,192.15802,37.189274,33.97324,51.06252009524763,0.881342,0.0,63.360462,0.18061,0.131573,0.131129,0.07287,0.067317,0.019451,0.020245,0.038249,
T47,1605804042_1,Null,34,15,-10.394437,192.165588,37.194153,34.46447,50.98842043918876,0.890308,0.0,63.804752,0.18041,0.131002,0.131497,0.073599,0.066342,0.018235,0.01912,0.028687,
T47,1605804042_1,Null,34,16,-10.380511,192.177902,37.203388,34.934784,50.91980266223604,0.901131,0.0,64.234253,0.181011,0.132715,0.131497,0.074327,0.067317,0.018235,0.020245,0.038249,
T47,1605804042_1,Null,34,17,-10.368007,192.188248,37.210896,35.400139,50.854251233096385,0.910491,0.0,64.657883,0.181011,0.132429,0.131865,0.07287,0.06439,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,34,18,-10.354465,192.197678,37.217384,35.855499,50.78436981210963,0.918827,0.0,65.074135,0.183013,0.133,0.13297,0.074327,0.069269,0.019451,0.021369,0.028687,
T47,1605804042_1,Null,35,3,-10.503519,192.051773,37.109356,27.795412,51.86601967320362,0.783789,0.0,57.877022,0.176832,0.127006,0.127445,0.071412,0.062439,0.018235,0.017995,0.028687,
T47,1605804042_1,Null,35,4,-10.496048,192.054718,37.110237,28.435064,51.758288357993194,0.792979,0.0,58.436859,0.176832,0.127577,0.127077,0.068498,0.058537,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,35,5,-10.479659,192.065369,37.117485,29.033043,51.63790687810326,0.797666,0.0,58.973198,0.177633,0.127863,0.127445,0.068498,0.057561,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,35,6,-10.471213,192.071106,37.120972,29.639318,51.54573152797235,0.807797,0.0,59.507385,0.178634,0.127863,0.126708,0.068498,0.056586,0.015804,0.015746,0.028687,
T47,1605804042_1,Null,35,7,-10.465506,192.079208,37.127121,30.233019,51.4785328433837,0.821647,0.0,60.028294,0.179435,0.128719,0.127813,0.069226,0.056586,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,35,8,-10.463048,192.094406,37.140591,30.807497,51.45131168322817,0.834158,0.0,60.529919,0.179635,0.127577,0.127445,0.069226,0.057561,0.014588,0.01912,0.019124,
T47,1605804042_1,Null,35,9,-10.460613,192.109589,37.154053,31.369555,51.42545878896562,0.843264,0.0,61.021759,0.180236,0.12929,0.128182,0.069955,0.059512,0.015804,0.015746,0.019124,
T47,1605804042_1,Null,35,10,-10.458656,192.124649,37.167454,31.920393,51.4025766713391,0.851803,0.0,61.504219,0.180837,0.128719,0.128918,0.071412,0.061464,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,35,11,-10.460259,192.136475,37.178165,32.470039,51.38744524551436,0.854153,0.0,61.981979,0.180637,0.130431,0.128918,0.070684,0.063415,0.018235,0.01912,0.047811,
T47,1605804042_1,Null,35,12,-10.448566,192.147705,37.186596,32.98814,51.31359734990929,0.860842,0.0,62.448898,0.180637,0.130431,0.130023,0.072141,0.062439,0.01702,0.01912,0.028687,
T47,1605804042_1,Null,35,13,-10.43465,192.159851,37.19566,33.490208,51.23539884482232,0.870617,0.0,62.905094,0.181838,0.130431,0.129655,0.071412,0.063415,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,35,14,-10.4211,192.171005,37.203796,33.983593,51.15880004564773,0.88167,0.0,63.353622,0.182439,0.131002,0.130023,0.071412,0.062439,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,35,15,-10.40936,192.178833,37.208931,34.474247,51.08387371799029,0.890632,0.0,63.797653,0.18324,0.130717,0.130023,0.071412,0.062439,0.015804,0.017995,0.019124,
T47,1605804042_1,Null,35,16,-10.395641,192.191269,37.218315,34.944458,51.014852309991696,0.901459,0.0,64.227089,0.182239,0.132429,0.132234,0.074327,0.069269,0.019451,0.021369,0.028687,
T47,1605804042_1,Null,35,17,-10.383312,192.201736,37.225956,35.409691,50.94880050888131,0.910823,0.0,64.650658,0.18344,0.133285,0.133707,0.076513,0.074147,0.020667,0.021369,0.038249,
T47,1605804042_1,Null,35,18,-10.369789,192.211441,37.232697,35.864479,50.87816119709129,0.919153,0.0,65.066658,0.184442,0.132715,0.134075,0.076513,0.074147,0.019451,0.022494,0.038249,
T47,1605804042_1,Null,35,19,-10.354548,192.225769,37.243759,36.300224,50.81362950085953,0.930465,0.0,65.468941,0.184241,0.133571,0.134444,0.075056,0.072195,0.020667,0.021369,0.047811,
T47,1605804042_1,Null,36,1,-10.535476,192.05481,37.118469,26.498144,52.22547440271182,0.766098,0.0,56.722553,0.175376,0.12615,0.127813,0.069955,0.060488,0.019451,0.017995,0.019124,
T47,1605804042_1,Null,36,2,-10.523113,192.05983,37.120743,27.153852,52.082966118934536,0.773376,0.0,57.300747,0.175376,0.126436,0.127445,0.069955,0.061464,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,36,3,-10.516725,192.06337,37.122334,27.808172,51.973785307619366,0.784084,0.0,57.87109,0.176579,0.127863,0.127813,0.071412,0.063415,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,36,4,-10.509392,192.066467,37.123379,28.447483,51.86459672262554,0.793276,0.0,58.430798,0.175977,0.127863,0.127445,0.071412,0.062439,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,36,5,-10.492989,192.077286,37.130795,29.044838,51.742297984322555,0.79796,0.0,58.966946,0.17698,0.128148,0.128182,0.069226,0.060488,0.018235,0.01687,0.028687,
T47,1605804042_1,Null,36,6,-10.484847,192.083023,37.134312,29.651346,51.649170518734365,0.808102,0.0,59.501266,0.177581,0.127863,0.127077,0.069226,0.058537,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,36,7,-10.479261,192.091461,37.1408,30.244425,51.581290382448685,0.823214,0.0,60.021797,0.177781,0.128148,0.127813,0.068498,0.058537,0.014588,0.01687,0.019124,
T47,1605804042_1,Null,36,8,-10.477094,192.10675,37.154392,30.818991,51.55345806426542,0.834483,0.0,60.523418,0.177781,0.128148,0.128182,0.069955,0.060488,0.015804,0.017995,0.019124,
T47,1605804042_1,Null,36,9,-10.474735,192.122147,37.168087,31.380577,51.52648768798752,0.843576,0.0,61.015038,0.179184,0.129004,0.12855,0.069955,0.062439,0.015804,0.01912,0.028687,
T47,1605804042_1,Null,36,10,-10.47298,192.137268,37.181564,31.931429,51.50262142483826,0.852121,0.0,61.497524,0.179385,0.12929,0.129287,0.071412,0.062439,0.018235,0.01687,0.028687,
T47,1605804042_1,Null,36,11,-10.474579,192.149185,37.19236,32.480713,51.48572611975775,0.854469,0.0,61.975231,0.179986,0.129861,0.129287,0.071412,0.062439,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,36,12,-10.46299,192.160522,37.200909,32.998569,51.410809690183385,0.861159,0.0,62.442089,0.180788,0.130431,0.12855,0.071412,0.062439,0.018235,0.01687,0.028687,
T47,1605804042_1,Null,36,13,-10.449196,192.172867,37.210167,33.50029,51.331904103456836,0.870934,0.0,62.898117,0.181389,0.130431,0.12855,0.069955,0.059512,0.01702,0.01687,0.028687,
T47,1605804042_1,Null,36,14,-10.435991,192.18399,37.218319,33.994015,51.25501829500144,0.881999,0.0,63.34679,0.181589,0.131288,0.130023,0.069955,0.059512,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,36,15,-10.424294,192.192078,37.223717,34.4841,51.17930967131811,0.890957,0.0,63.790562,0.182191,0.131002,0.130392,0.071412,0.062439,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,36,16,-10.410781,192.204651,37.233246,34.954205,51.10989156081095,0.901788,0.0,64.219925,0.182792,0.131858,0.132602,0.074327,0.069269,0.020667,0.020245,0.019124,
T47,1605804042_1,Null,36,17,-10.398627,192.21524,37.24102,35.419312,51.04330571942567,0.911156,0.0,64.64344,0.182792,0.133,0.133707,0.076513,0.076098,0.020667,0.021369,0.028687,
T47,1605804042_1,Null,36,18,-10.385124,192.225189,37.248016,35.873524,50.971879965523236,0.91948,0.0,65.059196,0.183193,0.133,0.13518,0.077971,0.079025,0.020667,0.023619,0.047811,
T47,1605804042_1,Null,36,19,-10.370078,192.239685,37.259254,36.309124,50.90712227511505,0.930795,0.0,65.461372,0.183794,0.133571,0.134812,0.077242,0.075122,0.020667,0.021369,0.066935,
T47,1605804042_1,Null,37,0,-10.554522,192.060379,37.127377,25.831985,52.453653945765204,0.764883,0.0,56.127205,0.177942,0.126436,0.126708,0.069226,0.063415,0.018235,0.01912,0.028687,
T47,1605804042_1,Null,37,1,-10.548297,192.066223,37.131248,26.511238,52.33627177340668,0.766381,0.0,56.716648,0.177541,0.12615,0.127077,0.070684,0.061464,0.018235,0.017995,0.028687,
T47,1605804042_1,Null,37,2,-10.536116,192.071289,37.133579,27.166853,52.19194469813405,0.773665,0.0,57.294891,0.178545,0.128148,0.128182,0.069955,0.061464,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,37,3,-10.529939,192.074951,37.135311,27.821009,52.08146260284494,0.784379,0.0,57.865166,0.178143,0.127863,0.128182,0.068498,0.059512,0.018235,0.017995,0.009562,
T47,1605804042_1,Null,37,4,-10.522744,192.078201,37.136524,28.45998,51.97084385909139,0.793574,0.0,58.424744,0.178545,0.127577,0.127445,0.069955,0.060488,0.015804,0.01687,0.028687,
T47,1605804042_1,Null,37,5,-10.506327,192.089203,37.144108,29.056709,51.846616534604486,0.798254,0.0,58.960705,0.17975,0.128148,0.127813,0.069226,0.059512,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,37,6,-10.498489,192.094925,37.147655,29.663446,51.75253748240667,0.809048,0.0,59.495155,0.180151,0.128148,0.128182,0.070684,0.062439,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,37,7,-10.493041,192.103729,37.15451,30.255884,51.684135574592545,0.825594,0.0,60.015274,0.181758,0.128434,0.12855,0.071412,0.061464,0.018235,0.017995,0.028687,
T47,1605804042_1,Null,37,8,-10.491148,192.11908,37.168201,30.830561,51.655561082817755,0.834797,0.0,60.516926,0.181557,0.12929,0.12855,0.069226,0.057561,0.015804,0.017995,0.028687,
T47,1605804042_1,Null,37,9,-10.488865,192.13472,37.182125,31.391674,51.62748364678218,0.843889,0.0,61.00832,0.181557,0.129004,0.128918,0.070684,0.061464,0.015804,0.01912,0.019124,
T47,1605804042_1,Null,37,10,-10.487314,192.149887,37.195683,31.942537,51.60263870735127,0.85244,0.0,61.490833,0.181356,0.129861,0.129655,0.07287,0.06439,0.019451,0.017995,0.028687,
T47,1605804042_1,Null,37,11,-10.488908,192.161896,37.206562,32.491463,51.583978276123666,0.854786,0.0,61.968491,0.181959,0.130146,0.130392,0.071412,0.066342,0.019451,0.01912,0.028687,
T47,1605804042_1,Null,37,12,-10.477424,192.17334,37.215221,33.009071,51.50796764427423,0.861477,0.0,62.435287,0.183164,0.129575,0.130023,0.070684,0.061464,0.01702,0.01687,0.028687,
T47,1605804042_1,Null,37,13,-10.463751,192.185867,37.224686,33.510441,51.4283712482363,0.871252,0.0,62.891151,0.182762,0.130146,0.129287,0.072141,0.060488,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,37,14,-10.450893,192.196976,37.232853,34.004509,51.35121288016909,0.882331,0.0,63.339966,0.184168,0.130717,0.129655,0.071412,0.060488,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,37,15,-10.439236,192.205338,37.238503,34.494022,51.27468791374904,0.891284,0.0,63.783478,0.183767,0.131288,0.13076,0.071412,0.063415,0.018235,0.01912,0.038249,
T47,1605804042_1,Null,37,16,-10.42593,192.218033,37.248184,34.964024,51.20487589140593,0.902119,0.0,64.212776,0.185373,0.132144,0.132602,0.074327,0.072195,0.019451,0.020245,0.038249,
T47,1605804042_1,Null,37,17,-10.413952,192.228729,37.256088,35.429005,51.13777184946935,0.911491,0.0,64.63623,0.184168,0.132429,0.134812,0.077242,0.077073,0.021882,0.023619,0.047811,
T47,1605804042_1,Null,37,18,-10.400469,192.238953,37.26334,35.882641,51.06558892308766,0.919809,0.0,65.051735,0.184972,0.133285,0.135917,0.079428,0.082927,0.023098,0.025868,0.047811,
T47,1605804042_1,Null,37,19,-10.385618,192.253601,37.274754,36.318092,51.00056771597775,0.931127,0.0,65.453812,0.185775,0.133285,0.135917,0.079428,0.078049,0.021882,0.022494,0.038249,
T47,1605804042_1,Null,37,20,-10.363545,192.274094,37.290981,36.725262,50.92250327578437,0.939283,0.0,65.840454,0.185976,0.133285,0.134812,0.076513,0.07122,0.019451,0.021369,0.038249,
T47,1605804042_1,Null,38,0,-10.567384,192.071716,37.140079,25.845711,52.56736188436523,0.76517,0.0,56.121372,0.176273,0.12615,0.126708,0.068498,0.061464,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,38,1,-10.561126,192.077652,37.144028,26.524412,52.446984394918,0.766666,0.0,56.710751,0.177483,0.127006,0.126708,0.069226,0.062439,0.01702,0.017995,0.028687,
T47,1605804042_1,Null,38,2,-10.549126,192.082764,37.14642,27.179934,52.300859932081494,0.773955,0.0,57.289043,0.177483,0.126436,0.128182,0.071412,0.065366,0.019451,0.01912,0.028687,
T47,1605804042_1,Null,38,3,-10.543159,192.086533,37.148296,27.833923,52.18907084876352,0.784675,0.0,57.859253,0.177685,0.127292,0.128182,0.071412,0.06439,0.019451,0.01912,0.028687,
T47,1605804042_1,Null,38,4,-10.536104,192.089951,37.149677,28.472551,52.077018866964735,0.793873,0.0,58.418701,0.177887,0.127292,0.128182,0.069226,0.060488,0.018235,0.017995,0.028687,
T47,1605804042_1,Null,38,5,-10.519672,192.10112,37.157425,29.068657,51.95087987826537,0.798996,0.0,58.954472,0.178492,0.127006,0.127813,0.068498,0.058537,0.01702,0.01687,0.019124,
T47,1605804042_1,Null,38,6,-10.512149,192.106857,37.161015,29.675615,51.85592380927577,0.811304,0.0,59.489037,0.179097,0.127863,0.127813,0.069226,0.057561,0.018235,0.017995,0.019124,
T47,1605804042_1,Null,38,7,-10.506853,192.116058,37.16827,30.267391,51.78717122557617,0.8259,0.0,60.008709,0.179097,0.128719,0.128182,0.067769,0.054634,0.014588,0.01687,0.019124,
T47,1605804042_1,Null,38,8,-10.505212,192.131424,37.182018,30.842205,51.75762155769613,0.835112,0.0,60.510441,0.179903,0.128434,0.127445,0.068498,0.056586,0.015804,0.017995,0.028687,
T47,1605804042_1,Null,38,9,-10.503004,192.147278,37.196167,31.402845,51.728411502222464,0.844203,0.0,61.001614,0.180307,0.128148,0.127813,0.069955,0.056586,0.015804,0.015746,0.019124,
T47,1605804042_1,Null,38,10,-10.501657,192.162506,37.209805,31.953722,51.702610362957074,0.85276,0.0,61.48415,0.180509,0.129004,0.129655,0.070684,0.061464,0.01702,0.017995,0.019124,
T47,1605804042_1,Null,38,11,-10.503246,192.174606,37.220764,32.502281,51.68214978375593,0.855104,0.0,61.961761,0.181114,0.129861,0.130023,0.071412,0.062439,0.01702,0.017995,0.038249,
T47,1605804042_1,Null,38,12,-10.491866,192.186157,37.229542,33.019642,51.60508609660386,0.861796,0.0,62.428493,0.181719,0.130146,0.130392,0.072141,0.066342,0.018235,0.020245,0.038249,
