CM_1649173450_1,T67,Hi,
CM_1649173515_1,T67,Hi,
CM_1649173580_1,T67,Hi,
CM_1649173645_1,T67,Hi,
CM_1649173843_1,T67,Hi,
CM_1649173943_1,T67,Hi,
CM_1649174603_1,T67,Hi,
CM_1649174703_1,T67,Hi,
CM_1649191316_1,T67,Lo,
CM_1649191415_1,T67,Lo,
CM_1649191515_1,T67,Lo,
CM_1654398195_1,T69,Ex,
CM_1654398683_1,T69,Ex,
CM_1654399736_1,T69,Ex,
CM_1654400219_1,T69,Ex,
CM_1654401134_1,T69,Hi,
CM_1654402028_1,T69,Hi,
CM_1654403103_1,T69,Med,
CM_1654403828_1,T69,Med,
CM_1654404762_1,T69,Med,
CM_1654405227_1,T69,Med,
CM_1655769891_1,T70,Med,
CM_1655769946_1,T70,Med,
CM_1655770000_1,T70,Med,
CM_1655770054_1,T70,Med,
CM_1655770366_1,T70,Hi,
CM_1655770590_1,T70,Hi,
CM_1655770941_1,T70,Med,
CM_1655772464_1,T70,Med,
CM_1655783920_1,T70,Med,
CM_1655786549_1,T70,Lo,
CM_1655786917_1,T70,Lo,
CM_1655789532_1,T70,Lo,
CM_1655790311_1,T70,Lo,
CM_1655790541_1,T70,Lo,
CM_1655793064_1,T70,Lo,
CM_1655793323_1,T70,Lo,
CM_1655794332_1,T70,Lo,
CM_1655794644_1,T70,Lo,
CM_1664017190_1,T72,Lo,
CM_1664017406_1,T72,Lo,
CM_1664030461_1,T72,Lo,
CM_1664030785_1,T72,Lo,
CM_1664031109_1,T72,Lo,
CM_1683566654_1,T76,Lo,
CM_1683568124_1,T76,Lo,
CM_1683569889_1,T76,Lo,
CM_1683578340_1,T76,Lo,
CM_1683594434_1,T76,Med,
CM_1683597962_1,T76,Lo,
CM_1702511415_1,T79,Lo,
CM_1702512150_1,T79,Lo,
CM_1702512885_1,T79,Lo,
CM_1702518015_1,T79,Lo,
CM_1702518742_1,T79,Lo,
CM_1702520955_1,T79,Lo,
CM_1702521235_1,T79,Lo,
CM_1702521960_1,T79,Lo,
CM_1702523875_1,T79,Lo,
CM_1702524602_1,T79,Lo,
CM_1706637627_1,T81,Med,
CM_1706637822_1,T81,Lo,
CM_1706640023_1,T81,Med,
CM_1706640547_1,T81,Med,
CM_1706642623_1,T81,Lo,
CM_1706642908_1,T81,Lo,
CM_1706660310_1,T81,Lo,
CM_1706660453_1,T81,Lo,
CM_1706660771_1,T81,Lo,
CM_1708300939_1,T82,Lo,
CM_1708327877_1,T82,Med,
CM_1708328593_1,T82,Med,
CM_1708329313_1,T82,Med,
CM_1708330042_1,T82,Med,
CM_1708330860_1,T82,Med,
CM_1708330934_1,T82,Med,
CM_1708331009_1,T82,Med,
CM_1708331084_1,T82,Med,
CM_1708331158_1,T82,Med,
CM_1708331233_1,T82,Med,
CM_1708331308_1,T82,Med,
CM_1708331383_1,T82,Med,
CM_1708331457_1,T82,Med,
CM_1708331532_1,T82,Med,
CM_1708331607_1,T82,Med,
CM_1708331681_1,T82,Med,
CM_1708331756_1,T82,Hi,
CM_1716326047_1,T83,Lo,
CM_1716326255_1,T83,Lo,
CM_1716326282_1,T83,Lo,
CM_1716333387_1,T83,Lo,
CM_1716333759_1,T83,Med,
CM_1716334131_1,T83,Med,
CM_1716334271_1,T83,Med,
CM_1717697506_1,T84,Lo,
CM_1717701028_1,T84,Lo,
CM_1717705560_1,T84,Lo,
CM_1717705601_1,T84,Lo,
CM_1717705642_1,T84,Lo,
CM_1717705683_1,T84,Lo,
CM_1717705724_1,T84,Lo,
CM_1717705765_1,T84,Lo,
CM_1717705807_1,T84,Lo,
CM_1717705848_1,T84,Lo,
CM_1717705889_1,T84,Lo,
CM_1717705930_1,T84,Lo,
CM_1717705971_1,T84,Lo,
CM_1717738777_1,T84,Lo,
CM_1717739084_1,T84,Lo,
CM_1721830593_1,T85,Lo,
CM_1721830711_1,T85,Lo,
CM_1721830829_1,T85,Lo,
CM_1721830947_1,T85,Lo,
CM_1721837852_1,T85,Lo,
CM_1721838036_1,T85,Lo,
CM_1721838795_1,T85,Lo,
CM_1721838977_1,T85,Lo,
CM_1721839579_1,T85,Lo,
CM_1721839954_1,T85,Lo,
CM_1721840270_1,T85,Lo,
CM_1721840553_1,T85,Lo,
CM_1721841955_1,T85,Lo,
CM_1721842379_1,T85,Lo,
CM_1721842745_1,T85,Lo,
CM_1721843120_1,T85,Lo,
CM_1721844780_1,T85,Lo,
CM_1721848119_1,T85,Med,
CM_1721854264_1,T85,Ex,
CM_1721854459_1,T85,Ex,
CM_1721854890_1,T85,Hi,
CM_1721854917_1,T85,Ex,
CM_1721854943_1,T85,Ex,
CM_1721854969_1,T85,Ex,
CM_1727329526_1,T86,Lo,
CM_1727329539_1,T86,Lo,
CM_1727329561_1,T86,Lo,
CM_1727329602_1,T86,Lo,
CM_1727331163_1,T86,Lo,
CM_1727337405_1,T86,Lo,
CM_1727337633_1,T86,Lo,
CM_1727337745_1,T86,Lo,
CM_1727337803_1,T86,Lo,
CM_1727342885_1,T86,Lo,
CM_1727342917_1,T86,Lo,
CM_1727342975_1,T86,Lo,
CM_1727343087_1,T86,Lo,
CM_1727348425_1,T86,Lo,
CM_1727351985_1,T86,Lo,
CM_1727354405_1,T86,Lo,
CM_1727355885_1,T86,Med,
CM_1727360214_1,T86,Med,
CM_1727360279_3,T86,Med,
CM_1727360344_1,T86,Med,
CM_1727360409_1,T86,Med,
CM_1727360475_1,T86,Med,
CM_1727360540_1,T86,Med,
CM_1727360605_1,T86,Med,
CM_1727360670_1,T86,Med,
CM_1727360735_1,T86,Med,
CM_1727360800_1,T86,Med,
CM_1727360866_1,T86,Med,
CM_1727360931_3,T86,Med,
CM_1727361674_1,T86,Hi,
CM_1727362459_1,T86,Hi,
CM_1727362503_1,T86,Hi,
CM_1727362546_1,T86,Hi,
CM_1731462650_1,T87,Lo,
CM_1731466519_1,T87,Lo,
CM_1731468253_1,T87,Lo,
CM_1731471664_1,T87,Lo,
CM_1731473276_1,T87,Lo,
CM_1731475856_1,T87,Lo,
CM_1731476271_1,T87,Lo,
CM_1732840232_1,T88,Lo,
CM_1732840284_1,T88,Lo,
CM_1732840311_1,T88,Lo,
CM_1732840326_1,T88,Lo,
CM_1732854646_1,T88,Lo,
CM_1732858891_1,T88,Lo,
CM_1732859014_1,T88,Lo,
CM_1732859137_1,T88,Lo,
CM_1732859260_1,T88,Lo,
CM_1732859383_1,T88,Lo,
CM_1732859506_1,T88,Lo,
CM_1732859630_1,T88,Lo,
CM_1732859753_1,T88,Lo,
CM_1732859876_1,T88,Lo,
CM_1732859999_1,T88,Lo,
CM_1732860122_1,T88,Lo,
CM_1732860245_1,T88,Lo,
CM_1732860369_1,T88,Lo,
CM_1732860492_1,T88,Lo,
CM_1732860615_1,T88,Lo,
CM_1732860738_1,T88,Lo,
CM_1732860861_1,T88,Lo,
CM_1732860984_1,T88,Lo,
CM_1732861107_1,T88,Lo,
CM_1732861231_1,T88,Lo,
CM_1732861354_1,T88,Lo,
CM_1732861477_1,T88,Lo,
CM_1732861600_1,T88,Lo,
CM_1732865269_1,T88,Lo,
CM_1732865336_1,T88,Lo,
CM_1732865404_1,T88,Lo,
CM_1732865471_1,T88,Med,
CM_1743867563_1,T90,Lo,
CM_1743867740_1,T90,Lo,
CM_1743878025_1,T90,Lo,
CM_1743878148_1,T90,Lo,
CM_1743878272_1,T90,Lo,
CM_1743878395_1,T90,Lo,
CM_1743878518_1,T90,Lo,
CM_1743878641_1,T90,Lo,
CM_1743878764_1,T90,Lo,
CM_1743878887_1,T90,Lo,
CM_1743879011_1,T90,Lo,
CM_1743879134_1,T90,Lo,
CM_1743879257_1,T90,Lo,
CM_1743879380_1,T90,Lo,
CM_1743879503_1,T90,Lo,
CM_1743879626_1,T90,Lo,
CM_1743879749_1,T90,Lo,
CM_1743879873_1,T90,Lo,
CM_1743879996_1,T90,Lo,
CM_1743880119_1,T90,Lo,
CM_1743880242_1,T90,Lo,
CM_1743880365_1,T90,Lo,
CM_1743882184_1,T90,Lo,
CM_1743882308_1,T90,Lo,
CM_1743882431_1,T90,Lo,
CM_1743882554_1,T90,Lo,
CM_1743882677_1,T90,Lo,
CM_1743882800_1,T90,Lo,
CM_1743882923_1,T90,Lo,
CM_1743883046_1,T90,Lo,
CM_1743883170_3,T90,Lo,
CM_1747989891_1,T91,Lo,
CM_1747993453_1,T91,Lo,
CM_1747993971_1,T91,Lo,
CM_1752119817_1,T92,Lo,
CM_1752122570_1,T92,Lo,
CM_1752122709_1,T92,Lo,
CM_1752122944_1,T92,Lo,
CM_1753497044_1,T93,Lo,
CM_1753499525_1,T93,Lo,
CM_1753500612_1,T93,Lo,
CM_1753501382_1,T93,Lo,
CM_1753508581_1,T93,Lo,
CM_1753510186_1,T93,Lo,
CM_1753512443_1,T93,Lo,
CM_1753512734_1,T93,Lo,
CM_1753513741_1,T93,Lo,
CM_1753526378_1,T93,Med,
CM_1753527158_1,T93,Med,
CM_1753527981_1,T93,Med,
CM_1753528655_1,T93,Hi,
CM_1753528846_1,T93,Med,
CM_1753530574_1,T93,Hi,
CM_1753530947_1,T93,Ex,
CM_1753532797_1,T93,Ex,
CM_1757628705_1,T94,Lo,
CM_1757629188_1,T94,Lo,
CM_1757630244_1,T94,Lo,
CM_1757631989_1,T94,Lo,
CM_1757632432_1,T94,Lo,
CM_1757633281_1,T94,Lo,
CM_1757647110_1,T94,Lo,
CM_1757647995_1,T94,Lo,
CM_1757648530_1,T94,Lo,
CM_1757649534_1,T94,Lo,
CM_1757650501_1,T94,Lo,
CM_1757651454_1,T94,Lo,
CM_1757652294_1,T94,Lo,
CM_1757653224_1,T94,Lo,
CM_1757654319_1,T94,Lo,
CM_1757655174_1,T94,Lo,
CM_1757656224_1,T94,Med,
CM_1757657221_1,T94,Med,
CM_1757658061_1,T94,Med,
CM_1757658571_1,T94,Med,
CM_1757659622_1,T94,Med,
CM_1757660633_1,T94,Med,
CM_1757662936_1,T94,Hi,
CM_1757663476_1,T94,Hi,
CM_1757663996_1,T94,Ex,
CM_1757664546_1,T94,Ex,
CM_1760383202_1,T95,Lo,
CM_1760384464_1,T95,Lo,
CM_1760389710_1,T95,Lo,
CM_1760390284_1,T95,Lo,
CM_1760393644_1,T95,Lo,
CM_1760394010_1,T95,Lo,
CM_1760396228_1,T95,Lo,
CM_1764516182_1,T96,Lo,
CM_1764517842_1,T96,Lo,
CM_1764518669_1,T96,Lo,
CM_1764520785_1,T96,Lo,
CM_1764521550_1,T96,Lo,
CM_1764522330_1,T96,Lo,
CM_1764523148_1,T96,Lo,
CM_1764523936_1,T96,Lo,
CM_1764524708_1,T96,Lo,
CM_1764525451_1,T96,Lo,
CM_1764527047_1,T96,Lo,
CM_1764529387_1,T96,Lo,
CM_1764530910_1,T96,Lo,
CM_1764531690_1,T96,Lo,
CM_1764532501_1,T96,Lo,
CM_1764533236_1,T96,Lo,
CM_1764534076_1,T96,Med,
CM_1764534990_1,T96,Lo,
CM_1764535163_1,T96,Med,
CM_1764535935_1,T96,Med,
CM_1764536760_1,T96,Med,
CM_1764537502_1,T96,Med,
CM_1764538275_1,T96,Med,
CM_1764539107_1,T96,Med,
CM_1764539963_1,T96,Med,
CM_1764540762_1,T96,Med,
CM_1764541575_1,T96,Med,
CM_1764542462_1,T96,Med,
CM_1764544717_1,T96,Med,
CM_1764545191_1,T96,Med,
CM_1764546207_1,T96,Med,
CM_1764547231_1,T96,Med,
CM_1764548302_1,T96,Hi,
CM_1764549385_1,T96,Hi,
CM_1764549705_1,T96,Hi,
CM_1764550229_1,T96,Hi,
CM_1764551542_1,T96,Ex,
CM_1767270871_1,T97,Lo,
CM_1767271212_1,T97,Lo,
CM_1767272325_1,T97,Lo,
CM_1767274213_1,T97,Lo,
CM_1767274423_1,T97,Lo,
CM_1767274633_1,T97,Lo,
CM_1767274981_1,T97,Lo,
CM_1767275310_1,T97,Lo,
CM_1767299935_1,T97,Med,
CM_1767300222_1,T97,Med,
CM_1767301842_1,T97,Med,
CM_1767302582_1,T97,Med,
CM_1767303262_1,T97,Med,
CM_1770026119_1,T98,Lo,
CM_1775538564_1,T100,Lo,
CM_1775541574_1,T100,Lo,
CM_1775542123_1,T100,Lo,
CM_1775542818_1,T100,Lo,
CM_1775543151_1,T100,Lo,
CM_1775544209_1,T100,Lo,
CM_1775551472_1,T100,Lo,
CM_1775552091_1,T100,Lo,
CM_1775553047_1,T100,Lo,
CM_1775553464_1,T100,Lo,
CM_1775555147_1,T100,Lo,
CM_1775557327_1,T100,Lo,
CM_1775559547_1,T100,Lo,
CM_1775561747_1,T100,Med,
CM_1775563631_1,T100,Med,
CM_1779049275_5,T101,Lo,
CM_1779049457_1,T101,Lo,
CM_1779050305_1,T101,Lo,
CM_1779050349_5,T101,Lo,
CM_1779051051_1,T101,Lo,
CM_1779051576_1,T101,Lo,
CM_1779052569_1,T101,Lo,
CM_1779053534_1,T101,Lo,
CM_1779054494_1,T101,Lo,
CM_1779055461_1,T101,Lo,
CM_1779055508_5,T101,Lo,
CM_1779055641_1,T101,Lo,
CM_1779072345_1,T101,Lo,
CM_1781811236_1,T102,Lo,
CM_1781811663_1,T102,Lo,
CM_1781814138_1,T102,Lo,
CM_1781814551_1,T102,Lo,
CM_1781815068_1,T102,Lo,
CM_1781816966_1,T102,Lo,
CM_1781817911_1,T102,Lo,
CM_1781822651_1,T102,Lo,
CM_1781826497_1,T102,Lo,
CM_1781827988_1,T102,Lo,
CM_1784558497_1,T103,Lo,
CM_1784565531_1,T103,Lo,
CM_1784567880_1,T103,Lo,
CM_1784568091_1,T103,Lo,
CM_1784569247_1,T103,Lo,
CM_1784570748_1,T103,Lo,
CM_1784571360_1,T103,Lo,
CM_1784575944_1,T103,Lo,
CM_1784577226_1,T103,Lo,
CM_1784580463_1,T103,Lo,
CM_1784582201_1,T103,Lo,
CM_1787307197_1,T104,Hi,
CM_1787308172_5,T104,Med,
CM_1787309222_1,T104,Med,
CM_1787310233_1,T104,Med,
CM_1787310294_1,T104,Med,
CM_1787311722_1,T104,Med,
CM_1787311877_1,T104,Med,
CM_1787311929_1,T104,Med,
CM_1787314297_1,T104,Lo,
CM_1787317194_1,T104,Lo,
CM_1787317297_1,T104,Med,
CM_1787317877_1,T104,Med,
CM_1787319057_1,T104,Med,
CM_1787319637_1,T104,Med,
CM_1787319977_1,T104,Lo,
CM_1787321677_1,T104,Med,
CM_1787322043_1,T104,Med,
CM_1787323030_1,T104,Lo,
CM_1787327292_1,T104,Lo,
CM_1787328943_1,T104,Lo,
CM_1787329856_1,T104,Lo,
CM_1787330510_1,T104,Lo,
CM_1790059135_1,T105,Ex,
CM_1790059235_1,T105,Ex,
CM_1790064525_1,T105,Med,
CM_1790065425_1,T105,Med,
CM_1790066425_1,T105,Med,
CM_1790082185_1,T105,Lo,
CM_1790082651_1,T105,Lo,
CM_1790082878_1,T105,Lo,
CM_1790085125_1,T105,Lo,
CM_1790086235_1,T105,Lo,
CM_1792823413_1,T106,Lo,
CM_1792823488_1,T106,Lo,
CM_1792823587_1,T106,Lo,
CM_1792823781_1,T106,Lo,
CM_1792825226_1,T106,Lo,
CM_1792826660_1,T106,Med,
CM_1792827131_1,T106,Lo,
CM_1792828188_1,T106,Lo,
CM_1792829109_1,T106,Lo,
CM_1792831393_1,T106,Lo,
CM_1792840133_1,T106,Lo,
CM_1792849684_1,T106,Lo,
CM_1792849985_1,T106,Lo,
CM_1796963385_1,T107,Lo,
CM_1796966249_1,T107,Lo,
CM_1796969869_1,T107,Lo,
CM_1796972079_1,T107,Lo,
CM_1799690402_1,T108,Lo,
CM_1799691002_1,T108,Med,
CM_1799691622_1,T108,Med,
CM_1802436363_1,T109,Lo,
CM_1802456529_1,T109,Ex,
CM_1802456559_1,T109,Ex,
CM_1802456986_1,T109,Hi,
CM_1802461578_1,T109,Med,
CM_1802462455_1,T109,Med,
CM_1802484714_1,T109,Lo,
CM_1805198491_1,T110,Lo,
CM_1805210863_1,T110,Ex,
CM_1805211625_1,T110,Ex,
CM_1805212073_1,T110,Ex,
CM_1805216441_3,T110,Med,
CM_1805217266_1,T110,Med,
CM_1805218106_1,T110,Med,
CM_1809706166_1,T111,Lo,
CM_1809712415_1,T111,Lo,
CM_1809716003_1,T111,Lo,
CM_1809720608_1,T111,Lo,
CM_1809721365_1,T111,Lo,
CM_1809753713_1,T111,Lo,
CM_1809754613_1,T111,Lo,
CM_1809755513_1,T111,Lo,
CM_1809756405_1,T111,Lo,
CM_1809757305_1,T111,Lo,
CM_1809758198_1,T111,Lo,
CM_1809759098_1,T111,Lo,
CM_1809759998_1,T111,Lo,
CM_1809760898_1,T111,Lo,
CM_1809761798_1,T111,Lo,
CM_1814944467_1,T112,Med,
CM_1814944747_1,T112,Med,
CM_1822136746_1,T113,Lo,
CM_1826057610_1,T114,Lo,
CM_1826058510_1,T114,Lo,
CM_1826059012_1,T114,Lo,
CM_1826059405_1,T114,Lo,
CM_1826077252_1,T114,Lo,
CM_1826078910_1,T114,Lo,
CM_1832973981_1,T116,Lo,
CM_1832991145_1,T116,Lo,
CM_1832993675_1,T116,Lo,
CM_1832994012_1,T116,Lo,
CM_1833002974_1,T116,Lo,
CM_1833008568_1,T116,Lo,
CM_1834343970_1,T117,Lo,
CM_1834344640_1,T117,Lo,
CM_1834345556_1,T117,Lo,
CM_1834372943_1,T117,Lo,
CM_1834372987_1,T117,Lo,
CM_1834373051_1,T117,Lo,
CM_1838472915_1,T118,Lo,
CM_1838474586_1,T118,Lo,
CM_1841258035_1,T119,Lo,
CM_1841258711_1,T119,Lo,
CM_1841259965_1,T119,Lo,
CM_1841260194_1,T119,Lo,
CM_1841260913_1,T119,Lo,
CM_1841261878_1,T119,Lo,
CM_1841262597_1,T119,Lo,
