0.082780,0.078497,0.064677,0.045411,0.036396,0.033606,0.031851,0.027865,0.026056,0.026976,0.027526,0.027094,0.021959,0.022474,0.021045,0.016902,0.017763,0.012880,0.006136,0.002628,0.001237,
0.078387,0.079846,0.071827,0.056849,0.042733,0.036269,0.031987,0.027889,0.026940,0.026083,0.026597,0.024927,0.023042,0.023481,0.021243,0.018177,0.017107,0.012617,0.006516,0.002853,0.001438,
0.063230,0.072326,0.078588,0.068878,0.052645,0.042074,0.034922,0.029956,0.028549,0.026965,0.027158,0.025728,0.024035,0.024007,0.022207,0.020145,0.017530,0.013013,0.007158,0.003012,0.001570,
0.048339,0.060099,0.070776,0.077065,0.070051,0.054069,0.040925,0.034126,0.031117,0.029346,0.029063,0.027392,0.026284,0.025721,0.024184,0.022245,0.019073,0.014266,0.008009,0.003573,0.001859,
0.040193,0.046650,0.055588,0.070463,0.077796,0.070038,0.054449,0.042027,0.035564,0.032308,0.031027,0.030106,0.029588,0.028536,0.027084,0.025189,0.021846,0.016221,0.009264,0.004234,0.002203,
0.036170,0.039554,0.044707,0.055296,0.071319,0.078174,0.069453,0.054195,0.043453,0.037727,0.034808,0.033667,0.033277,0.032646,0.031040,0.029255,0.025430,0.019021,0.010775,0.005033,0.002685,
0.034400,0.035854,0.039685,0.044505,0.058286,0.072251,0.079206,0.071356,0.056734,0.047409,0.041759,0.039125,0.038419,0.038237,0.037351,0.034886,0.030404,0.022970,0.013207,0.006185,0.003317,
0.033832,0.034642,0.037132,0.039408,0.047519,0.059899,0.074748,0.082974,0.075168,0.062355,0.053141,0.047738,0.046129,0.045972,0.045302,0.042535,0.037133,0.028622,0.016231,0.007800,0.004134,
0.033471,0.034548,0.036286,0.038093,0.043355,0.052330,0.064134,0.080262,0.088279,0.082511,0.070542,0.061127,0.057483,0.056565,0.055489,0.052910,0.046452,0.035882,0.020394,0.009902,0.005253,
0.034044,0.035894,0.036408,0.038505,0.042545,0.048213,0.056574,0.071166,0.088908,0.100491,0.096473,0.084097,0.076301,0.073323,0.071624,0.068635,0.060528,0.047193,0.026741,0.013362,0.006787,
0.036162,0.038026,0.037927,0.040464,0.043789,0.048299,0.054353,0.066487,0.083724,0.106016,0.118570,0.114278,0.105309,0.097563,0.093941,0.090556,0.080049,0.062371,0.035493,0.017861,0.008729,
0.038554,0.040314,0.040554,0.043737,0.046897,0.051842,0.057109,0.067333,0.081676,0.105308,0.129738,0.145194,0.145584,0.136280,0.128097,0.121944,0.107570,0.083698,0.046621,0.025040,0.011009,
0.040807,0.042547,0.043923,0.048069,0.051068,0.057001,0.063112,0.073062,0.085222,0.107078,0.133671,0.164334,0.186809,0.188559,0.178202,0.167291,0.150139,0.115153,0.065799,0.034836,0.014141,
0.045287,0.048081,0.049247,0.052916,0.057346,0.063672,0.071500,0.082382,0.095578,0.117816,0.143581,0.180106,0.220955,0.248650,0.250212,0.237886,0.212767,0.163258,0.091829,0.050320,0.015484,
0.052143,0.054339,0.055580,0.061765,0.067377,0.075247,0.085646,0.097742,0.113867,0.138293,0.166440,0.205272,0.253088,0.301554,0.332504,0.333934,0.309562,0.229754,0.135800,0.067641,0.012089,
0.057336,0.059498,0.060382,0.068086,0.075835,0.084137,0.096519,0.112100,0.132866,0.160475,0.195450,0.240081,0.294919,0.360479,0.416865,0.453303,0.430238,0.323689,0.190842,0.069970,0.007872,
0.058333,0.062997,0.066152,0.078111,0.089390,0.100358,0.113742,0.134725,0.164527,0.198819,0.245689,0.300600,0.371120,0.452075,0.545154,0.608196,0.598232,0.420123,0.212548,0.027509,0.007013,
0.061105,0.068509,0.072115,0.085550,0.097598,0.111215,0.129218,0.156037,0.193523,0.238477,0.297009,0.365669,0.452575,0.568882,0.685937,0.791046,0.711441,0.442611,0.087544,0.015058,0.006889,
nan,nan,nan,nan,nan,nan,nan,0.199702,0.231241,0.290504,0.348836,0.433390,0.541072,0.671747,0.840294,0.887677,0.652522,0.240037,0.035611,0.012045,0.004203,
nan,0.069955,0.061953,0.047448,0.038118,0.032853,0.030188,0.026312,0.024974,0.025194,0.024044,0.023698,0.023483,0.021018,0.019080,0.017804,0.016094,0.012024,0.006634,0.002542,0.001239,
0.078117,0.079749,0.072175,0.055586,0.042880,0.036042,0.031052,0.028051,0.027101,0.026161,0.025802,0.024344,0.023232,0.022725,0.020584,0.018783,0.015379,0.011765,0.006688,0.002831,0.001476,
0.067356,0.074215,0.079017,0.069334,0.053284,0.041554,0.034641,0.030885,0.029147,0.027324,0.026688,0.025569,0.024808,0.023693,0.022007,0.020288,0.016539,0.012314,0.007070,0.003215,0.001620,
0.051970,0.058236,0.071225,0.077333,0.068564,0.053262,0.041903,0.035211,0.031821,0.029446,0.028005,0.026900,0.027069,0.025649,0.024000,0.021966,0.018230,0.013784,0.007831,0.003694,0.001905,
0.042639,0.046006,0.056320,0.069811,0.076329,0.067608,0.053751,0.042280,0.036290,0.032710,0.030362,0.029706,0.029761,0.028456,0.026929,0.024964,0.020773,0.015774,0.009158,0.004315,0.002240,
0.037159,0.039168,0.046027,0.056577,0.069737,0.076168,0.068860,0.054247,0.043622,0.037803,0.034426,0.033434,0.033528,0.032524,0.031101,0.029105,0.024561,0.018504,0.010593,0.005126,0.002677,
0.035718,0.036084,0.040185,0.045862,0.056380,0.070528,0.077441,0.069360,0.055963,0.046436,0.041173,0.038804,0.038663,0.038068,0.036709,0.034610,0.029757,0.022393,0.012907,0.006259,0.003254,
0.035835,0.035441,0.037655,0.040758,0.047132,0.059242,0.072716,0.079130,0.073036,0.060876,0.051579,0.047364,0.046470,0.046016,0.044564,0.042543,0.036876,0.027945,0.016115,0.007849,0.004023,
0.035852,0.035964,0.037157,0.038754,0.042810,0.050712,0.062104,0.076845,0.084787,0.079208,0.067925,0.060045,0.057406,0.056715,0.055361,0.052907,0.046525,0.035236,0.020458,0.010040,0.005076,
0.037259,0.037199,0.037853,0.039049,0.041846,0.047637,0.055603,0.068885,0.085590,0.095120,0.090922,0.080974,0.075305,0.072600,0.070642,0.068251,0.059993,0.045819,0.026263,0.013199,0.006407,
0.037741,0.038517,0.039180,0.040845,0.043312,0.048201,0.054489,0.064555,0.081150,0.100174,0.111995,0.110006,0.102136,0.096176,0.093085,0.089717,0.079348,0.060472,0.034691,0.017595,0.008441,
0.043762,0.039891,0.041413,0.043685,0.046550,0.051424,0.056974,0.066363,0.080668,0.100664,0.123195,0.138787,0.138704,0.132356,0.126207,0.120797,0.107148,0.082117,0.046538,0.024529,0.010728,
0.046521,0.043137,0.045627,0.047950,0.051163,0.056992,0.062973,0.072142,0.085289,0.104013,0.129197,0.158786,0.178185,0.181317,0.174979,0.165417,0.148054,0.112203,0.064515,0.033792,0.013677,
0.048626,0.047427,0.051285,0.053504,0.057190,0.064956,0.072296,0.083206,0.096519,0.115532,0.141153,0.175136,0.210553,0.236753,0.240457,0.231259,0.207582,0.159222,0.089369,0.048684,0.015195,
0.048773,0.054509,0.058857,0.061071,0.066563,0.074949,0.084241,0.097327,0.113585,0.134067,0.162717,0.198732,0.242529,0.287989,0.319134,0.320515,0.298583,0.222507,0.129044,0.064583,0.011949,
0.050718,0.060157,0.063992,0.068228,0.075522,0.086003,0.097438,0.114218,0.134802,0.160894,0.194392,0.237079,0.289364,0.351092,0.406578,0.441165,0.416366,0.312306,0.181395,0.062388,0.008794,
0.059682,0.067677,0.072870,0.078055,0.089586,0.101890,0.116361,0.137774,0.162869,0.197544,0.240110,0.291284,0.358898,0.434582,0.524591,0.581040,0.573661,0.399406,0.196261,0.037972,0.006946,
0.065664,0.072042,0.078853,0.088063,0.101510,0.116123,0.133241,0.160866,0.194686,0.239138,0.293032,0.360979,0.451671,0.563542,0.671587,0.756660,0.665085,0.399773,0.114591,0.015183,0.005896,
nan,nan,nan,0.102817,0.114253,0.127175,0.153589,0.187279,0.224350,0.280164,0.347575,0.435841,0.548964,0.682933,0.810304,0.831504,0.638023,0.285521,0.034250,0.009442,0.003197,
0.089048,0.082512,0.064470,0.045856,0.037582,0.032706,0.029119,0.026438,0.026140,0.024906,0.025343,0.024281,0.023626,0.021663,0.019448,0.018125,0.014487,0.010287,0.005880,0.002715,0.001278,
0.085045,0.081703,0.071090,0.055657,0.043425,0.036010,0.031559,0.028969,0.027684,0.025995,0.025126,0.024171,0.023750,0.022481,0.021178,0.018646,0.015156,0.011013,0.006585,0.002993,0.001383,
